,link,size,filing_date,year,cik,conformed_name
91,https://www.sec.gov/Archives/edgar/data/24741/000114036116067687/0001140361-16-067687-index.htm,167 KB,2016-05-31,2016,0000024741,CORNING INC /NY
97,https://www.sec.gov/Archives/edgar/data/1637761/000163776116000070/0001637761-16-000070-index.htm,22 KB,2016-05-26,2016,0001637761,SeaSpine Holdings Corp
100,https://www.sec.gov/Archives/edgar/data/884905/000088490516000155/0000884905-16-000155-index.htm,51 KB,2016-05-31,2016,0000884905,PRAXAIR INC
106,https://www.sec.gov/Archives/edgar/data/1001250/000110465916123899/0001104659-16-123899-index.htm,24 KB,2016-05-27,2016,0001001250,ESTEE LAUDER COMPANIES INC
111,https://www.sec.gov/Archives/edgar/data/99780/000009978016000229/0000099780-16-000229-index.htm,244 KB,2016-05-31,2016,0000099780,TRINITY INDUSTRIES INC
117,https://www.sec.gov/Archives/edgar/data/20629/000002062916000143/0000020629-16-000143-index.htm,23 KB,2016-05-31,2016,0000020629,CSS INDUSTRIES INC
123,https://www.sec.gov/Archives/edgar/data/10795/000119312516603613/0001193125-16-603613-index.htm,172 KB,2016-05-26,2016,0000010795,BECTON DICKINSON & CO
129,https://www.sec.gov/Archives/edgar/data/1290109/000119312516607103/0001193125-16-607103-index.htm,108 KB,2016-05-31,2016,0001290109,"LG Display Co., Ltd."
138,https://www.sec.gov/Archives/edgar/data/55529/000119312516679336/0001193125-16-679336-index.htm,19 KB,2016-08-11,2016,0000055529,KEWAUNEE SCIENTIFIC CORP /DE/
143,https://www.sec.gov/Archives/edgar/data/14930/000001493016000218/0000014930-16-000218-index.htm,158 KB,2016-05-27,2016,0000014930,BRUNSWICK CORP
150,https://www.sec.gov/Archives/edgar/data/108516/000119312516606216/0001193125-16-606216-index.htm,305 KB,2016-05-27,2016,0000108516,WORTHINGTON INDUSTRIES INC
156,https://www.sec.gov/Archives/edgar/data/1645494/000119312516603507/0001193125-16-603507-index.htm,192 KB,2016-05-26,2016,0001645494,ARRIS International plc
158,https://www.sec.gov/Archives/edgar/data/350846/000110465916124393/0001104659-16-124393-index.htm,514 KB,2016-05-31,2016,0000350846,SUPREME INDUSTRIES INC
170,https://www.sec.gov/Archives/edgar/data/1132924/000119312516584600/0001193125-16-584600-index.htm,22 KB,2016-05-10,2016,0001132924,CHUNGHWA TELECOM CO LTD
175,https://www.sec.gov/Archives/edgar/data/1377789/000137778916000151/0001377789-16-000151-index.htm,43 KB,2016-05-26,2016,0001377789,"AVIAT NETWORKS, INC."
185,https://www.sec.gov/Archives/edgar/data/217410/000101968716006507/0001019687-16-006507-index.htm,24 KB,2016-05-31,2016,0000217410,UNILEVER PLC
191,https://www.sec.gov/Archives/edgar/data/775158/000089706916000917/0000897069-16-000917-index.htm,500 KB,2016-05-31,2016,0000775158,OSHKOSH CORP
197,https://www.sec.gov/Archives/edgar/data/719733/000071973316000110/0000719733-16-000110-index.htm,316 KB,2016-05-26,2016,0000719733,KEY TRONIC CORP
204,https://www.sec.gov/Archives/edgar/data/1630805/000163080516000019/0001630805-16-000019-index.htm,437 KB,2016-04-13,2016,0001630805,"Babcock & Wilcox Enterprises, Inc."
208,https://www.sec.gov/Archives/edgar/data/96943/000009694316000227/0000096943-16-000227-index.htm,409 KB,2016-05-31,2016,0000096943,TELEFLEX INC
214,https://www.sec.gov/Archives/edgar/data/94049/000156459016020147/0001564590-16-020147-index.htm,25 KB,2016-05-31,2016,0000094049,STEPAN CO
220,https://www.sec.gov/Archives/edgar/data/746598/000074659816000238/0000746598-16-000238-index.htm,477 KB,2016-05-25,2016,0000746598,BRADY CORP
226,https://www.sec.gov/Archives/edgar/data/1096056/000090342316001069/0000903423-16-001069-index.htm,19 KB,2016-05-31,2016,0001096056,LUXFER HOLDINGS PLC
232,https://www.sec.gov/Archives/edgar/data/718877/000110465916124501/0001104659-16-124501-index.htm,91 KB,2016-05-31,2016,0000718877,"Activision Blizzard, Inc."
238,https://www.sec.gov/Archives/edgar/data/34088/000003408816000073/0000034088-16-000073-index.htm,35 KB,2016-05-26,2016,0000034088,EXXON MOBIL CORP
243,https://www.sec.gov/Archives/edgar/data/1100441/000119312516602341/0001193125-16-602341-index.htm,35 KB,2016-05-25,2016,0001100441,"RTI SURGICAL, INC."
247,https://www.sec.gov/Archives/edgar/data/1093557/000109355716000556/0001093557-16-000556-index.htm,89 KB,2016-05-31,2016,0001093557,DEXCOM INC
253,https://www.sec.gov/Archives/edgar/data/1030894/000110465916123285/0001104659-16-123285-index.htm,444 KB,2016-05-25,2016,0001030894,CELESTICA INC
260,https://www.sec.gov/Archives/edgar/data/831259/000083125916000077/0000831259-16-000077-index.htm,23 KB,2016-05-26,2016,0000831259,FREEPORT-MCMORAN INC
266,https://www.sec.gov/Archives/edgar/data/47217/000110465916123722/0001104659-16-123722-index.htm,717 KB,2016-05-26,2016,0000047217,HP INC
272,https://www.sec.gov/Archives/edgar/data/49728/000004972816000167/0000049728-16-000167-index.htm,53 KB,2016-05-27,2016,0000049728,IEC ELECTRONICS CORP
278,https://www.sec.gov/Archives/edgar/data/1521036/000119312516608329/0001193125-16-608329-index.htm,34 KB,2016-05-31,2016,0001521036,"Lantheus Holdings, Inc."
282,https://www.sec.gov/Archives/edgar/data/6845/000119312516605523/0001193125-16-605523-index.htm,45 KB,2016-05-27,2016,0000006845,"APOGEE ENTERPRISES, INC."
290,https://www.sec.gov/Archives/edgar/data/1383395/000119312516596032/0001193125-16-596032-index.htm,83 KB,2016-05-19,2016,0001383395,SEQUANS COMMUNICATIONS
296,https://www.sec.gov/Archives/edgar/data/883902/000088390216000035/0000883902-16-000035-index.htm,331 KB,2016-05-25,2016,0000883902,"Cornerstone Building Brands, Inc."
303,https://www.sec.gov/Archives/edgar/data/784199/000113379616000265/0001133796-16-000265-index.htm,59 KB,2016-05-31,2016,0000784199,CRYOLIFE INC
309,https://www.sec.gov/Archives/edgar/data/1122976/000119312516605438/0001193125-16-605438-index.htm,38 KB,2016-05-27,2016,0001122976,POLYONE CORP
314,https://www.sec.gov/Archives/edgar/data/757011/000075701116000180/0000757011-16-000180-index.htm,25 KB,2016-05-06,2016,0000757011,USG CORP
317,https://www.sec.gov/Archives/edgar/data/21510/000002151016000058/0000021510-16-000058-index.htm,332 KB,2016-05-31,2016,0000021510,COHERENT INC
323,https://www.sec.gov/Archives/edgar/data/806172/000117152016000942/0001171520-16-000942-index.htm,22 KB,2016-05-31,2016,0000806172,SONO TEK CORP
337,https://www.sec.gov/Archives/edgar/data/746838/000074683816000035/0000746838-16-000035-index.htm,39 KB,2016-06-01,2016,0000746838,UNISYS CORP
343,https://www.sec.gov/Archives/edgar/data/829224/000082922416000067/0000829224-16-000067-index.htm,1 MB,2016-05-31,2016,0000829224,STARBUCKS CORP
351,https://www.sec.gov/Archives/edgar/data/1043337/000114420416105839/0001144204-16-105839-index.htm,218 KB,2016-05-31,2016,0001043337,STONERIDGE INC
357,https://www.sec.gov/Archives/edgar/data/1142596/000119312516607945/0001193125-16-607945-index.htm,53 KB,2016-05-31,2016,0001142596,NUVASIVE INC
367,https://www.sec.gov/Archives/edgar/data/97745/000119312516608434/0001193125-16-608434-index.htm,48 KB,2016-05-31,2016,0000097745,THERMO FISHER SCIENTIFIC INC.
374,https://www.sec.gov/Archives/edgar/data/80420/000119312516607744/0001193125-16-607744-index.htm,174 KB,2016-05-31,2016,0000080420,POWELL INDUSTRIES INC
380,https://www.sec.gov/Archives/edgar/data/61004/000006100416000068/0000061004-16-000068-index.htm,37 KB,2016-05-23,2016,0000061004,LGL GROUP INC
386,https://www.sec.gov/Archives/edgar/data/1489096/000148909616000152/0001489096-16-000152-index.htm,36 KB,2016-05-31,2016,0001489096,"Thermon Group Holdings, Inc."
392,https://www.sec.gov/Archives/edgar/data/814453/000119312516606106/0001193125-16-606106-index.htm,80 KB,2016-05-27,2016,0000814453,NEWELL BRANDS INC
398,https://www.sec.gov/Archives/edgar/data/832988/000119312516605429/0001193125-16-605429-index.htm,96 KB,2016-05-27,2016,0000832988,SIGNET JEWELERS LTD
403,https://www.sec.gov/Archives/edgar/data/310568/000031056816000368/0000310568-16-000368-index.htm,47 KB,2016-05-31,2016,0000310568,MICROSEMI CORP
406,https://www.sec.gov/Archives/edgar/data/753568/000143774916032958/0001437749-16-032958-index.htm,222 KB,2016-05-27,2016,0000753568,EXAR CORP
412,https://www.sec.gov/Archives/edgar/data/1424929/000142492916000089/0001424929-16-000089-index.htm,67 KB,2016-05-31,2016,0001424929,FOX FACTORY HOLDING CORP
419,https://www.sec.gov/Archives/edgar/data/7431/000119312516605849/0001193125-16-605849-index.htm,26 KB,2016-05-27,2016,0000007431,ARMSTRONG WORLD INDUSTRIES INC
425,https://www.sec.gov/Archives/edgar/data/313616/000119312516603146/0001193125-16-603146-index.htm,37 KB,2016-05-26,2016,0000313616,DANAHER CORP /DE/
431,https://www.sec.gov/Archives/edgar/data/88948/000008894816000048/0000088948-16-000048-index.htm,14 KB,2016-05-26,2016,0000088948,Seneca Foods Corp
437,https://www.sec.gov/Archives/edgar/data/724910/000072491016000054/0000724910-16-000054-index.htm,25 KB,2016-05-27,2016,0000724910,NVE CORP /NEW/
441,https://www.sec.gov/Archives/edgar/data/1275283/000119312516608374/0001193125-16-608374-index.htm,42 KB,2016-05-31,2016,0001275283,REYNOLDS AMERICAN INC
448,https://www.sec.gov/Archives/edgar/data/1323885/000132388516000041/0001323885-16-000041-index.htm,723 KB,2016-05-26,2016,0001323885,"AtriCure, Inc."
454,https://www.sec.gov/Archives/edgar/data/1563411/000119312516606464/0001193125-16-606464-index.htm,15 KB,2016-05-27,2016,0001563411,Constellium SE
460,https://www.sec.gov/Archives/edgar/data/39368/000143774916033021/0001437749-16-033021-index.htm,539 KB,2016-05-31,2016,0000039368,FULLER H B CO
466,https://www.sec.gov/Archives/edgar/data/1567892/000156789216000075/0001567892-16-000075-index.htm,253 KB,2016-05-27,2016,0001567892,Mallinckrodt plc
471,https://www.sec.gov/Archives/edgar/data/1312073/000131207316000082/0001312073-16-000082-index.htm,467 KB,2016-05-31,2016,0001312073,"VERIFONE SYSTEMS, INC."
477,https://www.sec.gov/Archives/edgar/data/84748/000115752316005765/0001157523-16-005765-index.htm,19 KB,2016-05-27,2016,0000084748,ROGERS CORP
483,https://www.sec.gov/Archives/edgar/data/67716/000006771616000151/0000067716-16-000151-index.htm,397 KB,2016-05-26,2016,0000067716,MDU RESOURCES GROUP INC
489,https://www.sec.gov/Archives/edgar/data/54381/000005438116000093/0000054381-16-000093-index.htm,67 KB,2016-05-31,2016,0000054381,KAMAN Corp
495,https://www.sec.gov/Archives/edgar/data/1037962/000119312516607424/0001193125-16-607424-index.htm,149 KB,2016-05-31,2016,0001037962,CGG
501,https://www.sec.gov/Archives/edgar/data/723125/000072312516000189/0000723125-16-000189-index.htm,245 KB,2016-05-31,2016,0000723125,MICRON TECHNOLOGY INC
507,https://www.sec.gov/Archives/edgar/data/1637655/000163765516000116/0001637655-16-000116-index.htm,71 KB,2016-05-31,2016,0001637655,Horizon Global Corp
511,https://www.sec.gov/Archives/edgar/data/1260221/000126022116000063/0001260221-16-000063-index.htm,45 KB,2016-05-27,2016,0001260221,TransDigm Group INC
517,https://www.sec.gov/Archives/edgar/data/1439288/000143928816000180/0001439288-16-000180-index.htm,544 KB,2016-05-27,2016,0001439288,Rexnord Corp
524,https://www.sec.gov/Archives/edgar/data/68709/000089710116002446/0000897101-16-002446-index.htm,898 KB,2016-05-31,2016,0000068709,MTS SYSTEMS CORP
530,https://www.sec.gov/Archives/edgar/data/836157/000119312516608367/0001193125-16-608367-index.htm,60 KB,2016-05-31,2016,0000836157,LINDSAY CORP
536,https://www.sec.gov/Archives/edgar/data/1519751/000119312516608432/0001193125-16-608432-index.htm,299 KB,2016-05-31,2016,0001519751,"Fortune Brands Home & Security, Inc."
542,https://www.sec.gov/Archives/edgar/data/49938/000119312516603259/0001193125-16-603259-index.htm,13 KB,2016-05-26,2016,0000049938,IMPERIAL OIL LTD
549,https://www.sec.gov/Archives/edgar/data/1108967/000114420416105269/0001144204-16-105269-index.htm,384 KB,2016-05-27,2016,0001108967,"CUI Global, Inc."
555,https://www.sec.gov/Archives/edgar/data/827187/000082718716000094/0000827187-16-000094-index.htm,589 KB,2016-06-01,2016,0000827187,Sleep Number Corp
561,https://www.sec.gov/Archives/edgar/data/76321/000007632116000092/0000076321-16-000092-index.htm,29 KB,2016-05-27,2016,0000076321,PARKER DRILLING CO /DE/
568,https://www.sec.gov/Archives/edgar/data/945114/000114036116067835/0001140361-16-067835-index.htm,17 KB,2016-05-31,2016,0000945114,SYSTEMAX INC
574,https://www.sec.gov/Archives/edgar/data/310764/000031076416000372/0000310764-16-000372-index.htm,88 KB,2016-06-28,2016,0000310764,STRYKER CORP
575,https://www.sec.gov/Archives/edgar/data/310764/000031076416000355/0000310764-16-000355-index.htm,3 MB,2016-05-31,2016,0000310764,STRYKER CORP
578,https://www.sec.gov/Archives/edgar/data/785787/000119312516607477/0001193125-16-607477-index.htm,22 KB,2016-05-31,2016,0000785787,AEP INDUSTRIES INC
584,https://www.sec.gov/Archives/edgar/data/102729/000090044016000190/0000900440-16-000190-index.htm,294 KB,2016-05-27,2016,0000102729,VALMONT INDUSTRIES INC
590,https://www.sec.gov/Archives/edgar/data/47111/000004711116000111/0000047111-16-000111-index.htm,19 KB,2016-05-31,2016,0000047111,HERSHEY CO
596,https://www.sec.gov/Archives/edgar/data/889348/000114420416105700/0001144204-16-105700-index.htm,36 KB,2016-05-31,2016,0000889348,CPI AEROSTRUCTURES INC
602,https://www.sec.gov/Archives/edgar/data/795403/000110465916124431/0001104659-16-124431-index.htm,54 KB,2016-05-31,2016,0000795403,WATTS WATER TECHNOLOGIES INC
608,https://www.sec.gov/Archives/edgar/data/1604778/000160477816000173/0001604778-16-000173-index.htm,493 KB,2016-05-31,2016,0001604778,"Qorvo, Inc."
613,https://www.sec.gov/Archives/edgar/data/313927/000119312516608143/0001193125-16-608143-index.htm,222 KB,2016-05-31,2016,0000313927,CHURCH & DWIGHT CO INC /DE/
619,https://www.sec.gov/Archives/edgar/data/95029/000117494716002747/0001174947-16-002747-index.htm,26 KB,2016-05-31,2016,0000095029,STURM RUGER & CO INC
625,https://www.sec.gov/Archives/edgar/data/706688/000070668816000283/0000706688-16-000283-index.htm,34 KB,2016-05-02,2016,0000706688,AARON'S INC
634,https://www.sec.gov/Archives/edgar/data/933034/000114036116067107/0001140361-16-067107-index.htm,105 KB,2016-05-25,2016,0000933034,STRATTEC SECURITY CORP
640,https://www.sec.gov/Archives/edgar/data/1070235/000107023516000133/0001070235-16-000133-index.htm,537 KB,2016-05-31,2016,0001070235,BLACKBERRY Ltd
646,https://www.sec.gov/Archives/edgar/data/884217/000110465916124454/0001104659-16-124454-index.htm,24 KB,2016-05-31,2016,0000884217,TAILORED BRANDS INC
652,https://www.sec.gov/Archives/edgar/data/87347/000119312516586993/0001193125-16-586993-index.htm,260 KB,2016-05-11,2016,0000087347,SCHLUMBERGER LIMITED/NV
658,https://www.sec.gov/Archives/edgar/data/875355/000110465916124010/0001104659-16-124010-index.htm,52 KB,2016-05-27,2016,0000875355,INSIGNIA SYSTEMS INC/MN
664,https://www.sec.gov/Archives/edgar/data/10456/000119312516608297/0001193125-16-608297-index.htm,136 KB,2016-05-31,2016,0000010456,BAXTER INTERNATIONAL INC
670,https://www.sec.gov/Archives/edgar/data/70866/000007086616000106/0000070866-16-000106-index.htm,34 KB,2016-05-31,2016,0000070866,NCR CORP
676,https://www.sec.gov/Archives/edgar/data/1026980/000117184316010248/0001171843-16-010248-index.htm,12 KB,2016-05-23,2016,0001026980,ASIA PACIFIC WIRE & CABLE CORP LTD
682,https://www.sec.gov/Archives/edgar/data/1078271/000119312516608205/0001193125-16-608205-index.htm,130 KB,2016-05-31,2016,0001078271,EXTREME NETWORKS INC
691,https://www.sec.gov/Archives/edgar/data/1140859/000110465916124476/0001104659-16-124476-index.htm,48 KB,2016-05-31,2016,0001140859,AMERISOURCEBERGEN CORP
697,https://www.sec.gov/Archives/edgar/data/1018724/000101872416000272/0001018724-16-000272-index.htm,229 KB,2016-05-31,2016,0001018724,AMAZON COM INC
704,https://www.sec.gov/Archives/edgar/data/22444/000119312516608090/0001193125-16-608090-index.htm,16 KB,2016-05-31,2016,0000022444,COMMERCIAL METALS Co
710,https://www.sec.gov/Archives/edgar/data/1641991/000164199116000039/0001641991-16-000039-index.htm,925 KB,2016-05-31,2016,0001641991,"SPX FLOW, Inc."
714,https://www.sec.gov/Archives/edgar/data/896622/000110465916124091/0001104659-16-124091-index.htm,71 KB,2016-05-27,2016,0000896622,APTARGROUP INC
720,https://www.sec.gov/Archives/edgar/data/1136869/000119312516607785/0001193125-16-607785-index.htm,53 KB,2016-05-31,2016,0001136869,"ZIMMER BIOMET HOLDINGS, INC."
726,https://www.sec.gov/Archives/edgar/data/93556/000009355616000064/0000093556-16-000064-index.htm,454 KB,2016-05-25,2016,0000093556,"STANLEY BLACK & DECKER, INC."
730,https://www.sec.gov/Archives/edgar/data/926423/000119312516608684/0001193125-16-608684-index.htm,23 KB,2016-05-31,2016,0000926423,MITCHAM INDUSTRIES INC
736,https://www.sec.gov/Archives/edgar/data/1275014/000095010316013715/0000950103-16-013715-index.htm,42 KB,2016-05-27,2016,0001275014,"Ultra Clean Holdings, Inc."
742,https://www.sec.gov/Archives/edgar/data/715153/000119312516604998/0001193125-16-604998-index.htm,102 KB,2016-05-27,2016,0000715153,HONDA MOTOR CO LTD
748,https://www.sec.gov/Archives/edgar/data/1390844/000091476016000417/0000914760-16-000417-index.htm,48 KB,2016-05-31,2016,0001390844,WABCO Holdings Inc.
754,https://www.sec.gov/Archives/edgar/data/1325702/000119312516608386/0001193125-16-608386-index.htm,110 KB,2016-05-31,2016,0001325702,MAGNACHIP SEMICONDUCTOR Corp
760,https://www.sec.gov/Archives/edgar/data/1324948/000114420416105042/0001144204-16-105042-index.htm,21 KB,2016-05-26,2016,0001324948,RBC Bearings INC
765,https://www.sec.gov/Archives/edgar/data/1050140/000092963816001493/0000929638-16-001493-index.htm,23 KB,2016-05-31,2016,0001050140,DESCARTES SYSTEMS GROUP INC
769,https://www.sec.gov/Archives/edgar/data/1484504/000148450416000088/0001484504-16-000088-index.htm,33 KB,2016-05-26,2016,0001484504,Gigamon Inc.
773,https://www.sec.gov/Archives/edgar/data/1091907/000089843216002315/0000898432-16-002315-index.htm,21 KB,2016-05-17,2016,0001091907,WORLD WRESTLING ENTERTAINMENTINC
781,https://www.sec.gov/Archives/edgar/data/1336920/000133692016000094/0001336920-16-000094-index.htm,44 KB,2016-05-27,2016,0001336920,"Leidos Holdings, Inc."
790,https://www.sec.gov/Archives/edgar/data/1068148/000106814816000037/0001068148-16-000037-index.htm,60 KB,2016-05-31,2016,0001068148,PARK OHIO INDUSTRIES INC/OH
796,https://www.sec.gov/Archives/edgar/data/38725/000003872516000366/0000038725-16-000366-index.htm,30 KB,2016-05-31,2016,0000038725,FRANKLIN ELECTRIC CO INC
801,https://www.sec.gov/Archives/edgar/data/1481792/000148179216000090/0001481792-16-000090-index.htm,706 KB,2016-05-26,2016,0001481792,"Quad/Graphics, Inc."
806,https://www.sec.gov/Archives/edgar/data/92679/000119312516596023/0001193125-16-596023-index.htm,321 KB,2016-05-19,2016,0000092679,SPARTON CORP
812,https://www.sec.gov/Archives/edgar/data/704532/000156459016019726/0001564590-16-019726-index.htm,69 KB,2016-05-19,2016,0000704532,NANOMETRICS INC
821,https://www.sec.gov/Archives/edgar/data/1632790/000163279016000093/0001632790-16-000093-index.htm,296 KB,2016-05-31,2016,0001632790,"ENERGIZER HOLDINGS, INC."
825,https://www.sec.gov/Archives/edgar/data/1299130/000129913016000225/0001299130-16-000225-index.htm,70 KB,2016-05-26,2016,0001299130,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC."
831,https://www.sec.gov/Archives/edgar/data/1408710/000119312516607891/0001193125-16-607891-index.htm,123 KB,2016-05-31,2016,0001408710,Fabrinet
837,https://www.sec.gov/Archives/edgar/data/729580/000072958016000048/0000729580-16-000048-index.htm,122 KB,2016-05-31,2016,0000729580,BEL FUSE INC /NJ
842,https://www.sec.gov/Archives/edgar/data/1175609/000119312516606380/0001193125-16-606380-index.htm,152 KB,2016-05-27,2016,0001175609,"CAVIUM, INC."
848,https://www.sec.gov/Archives/edgar/data/1035267/000103526716000208/0001035267-16-000208-index.htm,222 KB,2016-05-31,2016,0001035267,INTUITIVE SURGICAL INC
854,https://www.sec.gov/Archives/edgar/data/1262039/000119312516606403/0001193125-16-606403-index.htm,70 KB,2016-05-27,2016,0001262039,"Fortinet, Inc."
860,https://www.sec.gov/Archives/edgar/data/1498301/000157104916015571/0001571049-16-015571-index.htm,85 KB,2016-05-27,2016,0001498301,"Ascena Retail Group, Inc."
866,https://www.sec.gov/Archives/edgar/data/1086434/000114420416104955/0001144204-16-104955-index.htm,264 KB,2016-05-26,2016,0001086434,AUDIOCODES LTD
872,https://www.sec.gov/Archives/edgar/data/1345126/000134512616000070/0001345126-16-000070-index.htm,408 KB,2016-05-31,2016,0001345126,Compass Diversified Holdings
878,https://www.sec.gov/Archives/edgar/data/1326380/000132638016000361/0001326380-16-000361-index.htm,68 KB,2016-05-27,2016,0001326380,GameStop Corp.
880,https://www.sec.gov/Archives/edgar/data/1145460/000119312516608669/0001193125-16-608669-index.htm,205 KB,2016-05-31,2016,0001145460,ALERE INC.
883,https://www.sec.gov/Archives/edgar/data/1515003/000151500316000074/0001515003-16-000074-index.htm,593 KB,2016-05-31,2016,0001515003,CPI International Holding Corp.
889,https://www.sec.gov/Archives/edgar/data/6176/000119312516606292/0001193125-16-606292-index.htm,48 KB,2016-05-27,2016,0000006176,AMPCO PITTSBURGH CORP
895,https://www.sec.gov/Archives/edgar/data/854775/000119312516608617/0001193125-16-608617-index.htm,115 KB,2016-05-31,2016,0000854775,DIGI INTERNATIONAL INC
898,https://www.sec.gov/Archives/edgar/data/946486/000114036116067874/0001140361-16-067874-index.htm,30 KB,2016-05-31,2016,0000946486,WINDTREE THERAPEUTICS INC /DE/
904,https://www.sec.gov/Archives/edgar/data/1567094/000119312516607695/0001193125-16-607695-index.htm,197 KB,2016-05-31,2016,0001567094,CNH Industrial N.V.
913,https://www.sec.gov/Archives/edgar/data/858877/000119312516602334/0001193125-16-602334-index.htm,128 KB,2016-05-25,2016,0000858877,"CISCO SYSTEMS, INC."
919,https://www.sec.gov/Archives/edgar/data/1047127/000104712716000061/0001047127-16-000061-index.htm,268 KB,2016-05-20,2016,0001047127,"AMKOR TECHNOLOGY, INC."
924,https://www.sec.gov/Archives/edgar/data/880432/000114420416105396/0001144204-16-105396-index.htm,22 KB,2016-05-27,2016,0000880432,MISONIX INC
930,https://www.sec.gov/Archives/edgar/data/110471/000011047116000064/0000110471-16-000064-index.htm,55 KB,2016-05-31,2016,0000110471,WOLVERINE WORLD WIDE INC /DE/
936,https://www.sec.gov/Archives/edgar/data/2488/000000248816000173/0000002488-16-000173-index.htm,421 KB,2016-05-31,2016,0000002488,ADVANCED MICRO DEVICES INC
942,https://www.sec.gov/Archives/edgar/data/1302028/000119312516603408/0001193125-16-603408-index.htm,55 KB,2016-05-26,2016,0001302028,"Manitex International, Inc."
947,https://www.sec.gov/Archives/edgar/data/104897/000149315216010090/0001493152-16-010090-index.htm,49 KB,2016-05-19,2016,0000104897,"WSI INDUSTRIES, INC."
953,https://www.sec.gov/Archives/edgar/data/91440/000119312516606649/0001193125-16-606649-index.htm,43 KB,2016-05-31,2016,0000091440,SNAP-ON Inc
959,https://www.sec.gov/Archives/edgar/data/898293/000119312516606319/0001193125-16-606319-index.htm,77 KB,2016-05-27,2016,0000898293,JABIL INC
964,https://www.sec.gov/Archives/edgar/data/1487730/000090883416000631/0000908834-16-000631-index.htm,126 KB,2016-05-27,2016,0001487730,"Spectrum Brands Legacy, Inc."
970,https://www.sec.gov/Archives/edgar/data/878079/000110465916124445/0001104659-16-124445-index.htm,110 KB,2016-05-31,2016,0000878079,BON TON STORES INC
976,https://www.sec.gov/Archives/edgar/data/1262823/000119312516608648/0001193125-16-608648-index.htm,12 KB,2016-05-31,2016,0001262823,WESTLAKE CHEMICAL CORP
982,https://www.sec.gov/Archives/edgar/data/855658/000085565816000255/0000855658-16-000255-index.htm,316 KB,2016-05-27,2016,0000855658,LATTICE SEMICONDUCTOR CORP
988,https://www.sec.gov/Archives/edgar/data/818686/000119312516608330/0001193125-16-608330-index.htm,38 KB,2016-05-31,2016,0000818686,TEVA PHARMACEUTICAL INDUSTRIES LTD
992,https://www.sec.gov/Archives/edgar/data/716688/000071668816000008/0000716688-16-000008-index.htm,30 KB,2016-07-20,2016,0000716688,MICROWAVE FILTER CO INC /NY/
1000,https://www.sec.gov/Archives/edgar/data/1219601/000119312516607549/0001193125-16-607549-index.htm,13 KB,2016-05-31,2016,0001219601,CROWN HOLDINGS INC
